제품명,상세 항목 및 요약,사용자 수 / 정보밀도,긍정 소분류 (Top 5),부정 소분류 (Top 5),종합 만족도,평균 점수
아누아 피디알엔 히알루론산 캡슐 100 세럼,블랙헤드,8명,"추천/재구매 (4)
상황/편의 (2)
보습/속건조 (2)
가성비/가격 (1)
흡수/발림성 (1)",보습/속건조 (1),만족,1.06
아누아 피디알엔 히알루론산 캡슐 100 세럼,아토피,1명,추천/재구매 (1),-,매우만족,1.5
아누아 피디알엔 히알루론산 캡슐 100 세럼,약건성,1명,"보습/속건조 (1)
추천/재구매 (1)",-,매우만족,5.0
아누아 피디알엔 히알루론산 캡슐 100 세럼,여름쿨톤,14명,"보습/속건조 (8)
끈적임/밀림 (2)
추천/재구매 (2)
가성비/가격 (1)
미백/광채 (1)","보습/속건조 (1)
유분/피지 (1)",만족,0.87
아누아 피디알엔 히알루론산 캡슐 100 세럼,웜톤,18명,"보습/속건조 (12)
추천/재구매 (11)
끈적임/밀림 (3)
흡수/발림성 (3)
가성비/가격 (2)","흡수/발림성 (1)
순함/저자극 (1)",매우만족,1.55
아누아 피디알엔 히알루론산 캡슐 100 세럼,잡티,30명,"보습/속건조 (21)
추천/재구매 (7)
흡수/발림성 (7)
끈적임/밀림 (4)
자극/부작용 (3)",유분/피지 (1),만족,1.1
아누아 피디알엔 히알루론산 캡슐 100 세럼,재구매,20명,"보습/속건조 (9)
추천/재구매 (7)
상황/편의 (3)
가성비/가격 (2)
흡수/발림성 (2)",유분/피지 (1),만족,1.35
아누아 피디알엔 히알루론산 캡슐 100 세럼,정보없음,27명,"보습/속건조 (15)
추천/재구매 (6)
상황/편의 (4)
순함/저자극 (3)
가성비/가격 (3)","상황/편의 (2)
트러블/모공 (1)
흡수/발림성 (1)
유분/피지 (1)
자극/부작용 (1)",만족,0.69
아누아 피디알엔 히알루론산 캡슐 100 세럼,주름,15명,"보습/속건조 (11)
추천/재구매 (8)
흡수/발림성 (6)
끈적임/밀림 (2)
상황/편의 (2)",-,매우만족,1.66
아누아 피디알엔 히알루론산 캡슐 100 세럼,중성,2명,"보습/속건조 (1)
추천/재구매 (1)",-,만족,1.0
아누아 피디알엔 히알루론산 캡슐 100 세럼,지성,11명,"추천/재구매 (5)
보습/속건조 (4)
상황/편의 (2)
끈적임/밀림 (2)
자극/부작용 (1)",-,매우만족,2.07
아누아 피디알엔 히알루론산 캡슐 100 세럼,쿨톤,18명,"보습/속건조 (8)
추천/재구매 (3)
흡수/발림성 (3)
자극/부작용 (2)
순함/저자극 (2)",-,만족,1.43
아누아 피디알엔 히알루론산 캡슐 100 세럼,탄력,3명,"보습/속건조 (2)
가성비/가격 (1)
순함/저자극 (1)
자극/부작용 (1)
진정/장벽 (1)",-,매우만족,2.5
아누아 피디알엔 히알루론산 캡슐 100 세럼,트러블,28명,"보습/속건조 (14)
추천/재구매 (10)
상황/편의 (4)
자극/부작용 (4)
흡수/발림성 (4)","트러블/모공 (3)
자극/부작용 (1)
흡수/발림성 (1)
순함/저자극 (1)
유분/피지 (1)",만족,0.97
아누아 피디알엔 히알루론산 캡슐 100 세럼,트러블성,2명,"흡수/발림성 (2)
상황/편의 (2)",-,매우만족,2.0
아누아 피디알엔 히알루론산 캡슐 100 세럼,피지과다,2명,"추천/재구매 (2)
보습/속건조 (1)
상황/편의 (1)",-,매우만족,1.6
아누아 피디알엔 히알루론산 캡슐 100 세럼,한달이상사용,55명,"보습/속건조 (38)
추천/재구매 (26)
흡수/발림성 (12)
상황/편의 (10)
자극/부작용 (8)","상황/편의 (1)
순함/저자극 (1)
보습/속건조 (1)
유분/피지 (1)
트러블/모공 (1)",만족,1.32
아누아 피디알엔 히알루론산 캡슐 100 세럼,홍조,3명,"보습/속건조 (1)
상황/편의 (1)",-,매우만족,2.0
아누아 피디알엔 히알루론산 캡슐 100 세럼,"[아누아 피디알엔 히알루론산 캡슐 100 세럼 랩업] 참여 유저: (한달이상사용 55명, 복합성 38명, 잡티 30명, 트러블 28명, 정보없음 27명, 미백 21명, 재구매 20명, 건성 19명, 쿨톤 18명, 웜톤 18명, 민감성 16명, 주름 15명, 여름쿨톤 14명, 봄웜톤 13명, 각질 11명, 지성 11명, 가을웜톤 8명, 블랙헤드 8명, 겨울쿨톤 6명, 모공 5명, 탄력 3명, 홍조 3명, 피지과다 2명, 다크서클 2명, 트러블성 2명, 중성 2명, 아토피 1명, 약건성 1명). 이 제품에서 가장 많이 언급된 특징은 '보습/속건조'(으)로, 이에 대해 주로 긍정적인 반응을 보였습니다.",총 137명,★★ 제품 전체 요약 ★★,★★ 제품 전체 요약 ★★,-,1.11
아누아 피디알엔 히알루론산 캡슐 100 세럼,"[대표리뷰 1] 내돈내산.속건조 구원템! 아누아 히알루론 앰플 사용 후기 평소 세안 후 입가와 볼 주위 당김이 심한 극건성민감성 피부 입니다. 환절기마다 피부 요철이 올라오고 화장이 들뜨는 게 고민이라 성분 착하기로 유명한 아누아 제품을 구매해 봤는데, 벌써 한 통을 거의 비워가네요. 1. 제형 및 발림성 끈적임 NO! 히알루론산 제품 특유의 끈적이고 미끈거리는 느낌을 정말 싫어하는데, 이 제품은 물처럼 흐르는 듯하면서도 약간의 점성이 느껴지는 콧물 제형이에요. 피부에 올리면 겉돌지 않고 바로 착! 흡수됩니다. 마무리감이 산뜻해서 바로 메이크업을 해도 밀리지 않는 게 가장 큰 장점이에요. 2. 보습력 및 속건조 개선 7가지 복합 히알루론산이 들어있어서 그런지, 겉만 번들거리는 게 아니라 피부 속까지 수분이 꽉 차는 느낌을 받았어요. 사용 전 세안 후 3분만 지나도 피부가 찢어질 듯 당김. 사용 후 앰플 한 번만 레이어링 해줘도 당김이 확연히 줄어들고 피부가 쫀득해짐. 3. 성분 및 자극 정도 아누아",밀도: 5,리뷰ID: SH_260125_002,태그: nan,별점: 5점,0.2
아누아 피디알엔 히알루론산 캡슐 100 세럼,[대표리뷰 2] 피부가 예민한 날도 이건 따갑지 않더라고요. 다른 화장품은 좀 따가울 때가 있어요. 워낙 순한데도 제가 뭔가 트러블이 났을 때는 피해야 되는 제품들 있는데 이건 그렇지 않고 엄청 촉촉하고 여러 번 레이어드해도 무겁지 않고 흡수되는데 느낌도 빠르고 너무 좋아요. 계속 쓰고 싶은 제품이에요,밀도: 5,리뷰ID: SH_260118_001,태그: nan,별점: 5점,0.2
아누아 피디알엔 히알루론산 캡슐 100 세럼,"[대표리뷰 3] 건성이면서 피부 홍조가 있는 제 피부에도 순하게 자극없이 속건조 잘 잡아주고 아주 촉촉했어요! 그리고 메이크업 전에 바르면 화장 아주 잘 먹어요 화잘먹 세럼은 이거 하나로 끝내면 좋고, 특히 토너랑 세럼 같이 썼을 때시너지가 아주 극락이니 꼭 같이 사서 써보세요",밀도: 4,리뷰ID: SH_251224_001,태그: 한달이상사용,별점: 5점,3.7
아누아_TXA_나이아신_흔적_세럼_30ml_2입,가을웜톤,17명,"흡수/발림성 (5)
끈적임/밀림 (5)
미백/광채 (4)
트러블/모공 (4)
자극/부작용 (2)",자극/부작용 (1),만족,1.15
아누아_TXA_나이아신_흔적_세럼_30ml_2입,각질,27명,"트러블/모공 (10)
흡수/발림성 (8)
끈적임/밀림 (6)
미백/광채 (5)
추천/재구매 (5)","자극/부작용 (2)
상황/편의 (1)",만족,1.08
아누아_TXA_나이아신_흔적_세럼_30ml_2입,건성,48명,"트러블/모공 (17)
미백/광채 (12)
추천/재구매 (9)
보습/속건조 (8)
상황/편의 (6)","미백/광채 (1)
순함/저자극 (1)
자극/부작용 (1)",만족,0.86
아누아_TXA_나이아신_흔적_세럼_30ml_2입,겨울쿨톤,22명,"추천/재구매 (6)
트러블/모공 (4)
미백/광채 (4)
흡수/발림성 (3)
보습/속건조 (3)","자극/부작용 (2)
상황/편의 (1)
진정/장벽 (1)",만족,0.84
아누아_TXA_나이아신_흔적_세럼_30ml_2입,다크서클,7명,"트러블/모공 (3)
추천/재구매 (3)
보습/속건조 (2)
끈적임/밀림 (1)
흡수/발림성 (1)",자극/부작용 (2),만족,1.0
아누아_TXA_나이아신_흔적_세럼_30ml_2입,모공,10명,"미백/광채 (4)
흡수/발림성 (3)
자극/부작용 (2)
추천/재구매 (2)
끈적임/밀림 (2)",자극/부작용 (2),만족,0.9
아누아_TXA_나이아신_흔적_세럼_30ml_2입,미백,55명,"추천/재구매 (14)
미백/광채 (13)
자극/부작용 (9)
트러블/모공 (7)
끈적임/밀림 (6)","자극/부작용 (2)
추천/재구매 (1)
흡수/발림성 (1)
트러블/모공 (1)
끈적임/밀림 (1)",만족,1.14
아누아_TXA_나이아신_흔적_세럼_30ml_2입,민감성,26명,"트러블/모공 (8)
추천/재구매 (6)
미백/광채 (6)
보습/속건조 (4)
자극/부작용 (4)","추천/재구매 (2)
흡수/발림성 (1)
유분/피지 (1)
미백/광채 (1)
끈적임/밀림 (1)",만족,0.79
아누아_TXA_나이아신_흔적_세럼_30ml_2입,복합성,50명,"추천/재구매 (14)
트러블/모공 (12)
자극/부작용 (10)
흡수/발림성 (8)
미백/광채 (7)","트러블/모공 (3)
자극/부작용 (2)
상황/편의 (1)
추천/재구매 (1)
흡수/발림성 (1)",만족,1.09
아누아_TXA_나이아신_흔적_세럼_30ml_2입,봄웜톤,13명,"추천/재구매 (7)
트러블/모공 (6)
자극/부작용 (4)
보습/속건조 (2)
미백/광채 (2)",자극/부작용 (1),만족,1.21
아누아_TXA_나이아신_흔적_세럼_30ml_2입,블랙헤드,15명,"미백/광채 (3)
트러블/모공 (2)
자극/부작용 (2)
끈적임/밀림 (2)
유분/피지 (2)","순함/저자극 (1)
자극/부작용 (1)",만족,0.81
아누아_TXA_나이아신_흔적_세럼_30ml_2입,아토피,1명,"미백/광채 (1)
추천/재구매 (1)",-,매우만족,2.0
아누아_TXA_나이아신_흔적_세럼_30ml_2입,약건성,3명,"가성비/가격 (1)
끈적임/밀림 (1)
상황/편의 (1)
보습/속건조 (1)
진정/장벽 (1)",-,만족,1.0
아누아_TXA_나이아신_흔적_세럼_30ml_2입,여름쿨톤,35명,"추천/재구매 (7)
보습/속건조 (6)
트러블/모공 (5)
흡수/발림성 (5)
자극/부작용 (4)","추천/재구매 (2)
유분/피지 (2)
흡수/발림성 (1)
순함/저자극 (1)
자극/부작용 (1)",만족,0.77
아누아_TXA_나이아신_흔적_세럼_30ml_2입,웜톤,32명,"트러블/모공 (9)
추천/재구매 (7)
자극/부작용 (6)
미백/광채 (5)
보습/속건조 (3)",자극/부작용 (1),만족,1.04
아누아_TXA_나이아신_흔적_세럼_30ml_2입,잡티,80명,"추천/재구매 (18)
자극/부작용 (16)
트러블/모공 (14)
흡수/발림성 (12)
미백/광채 (10)","자극/부작용 (5)
상황/편의 (1)
진정/장벽 (1)
순함/저자극 (1)",만족,1.07
아누아_TXA_나이아신_흔적_세럼_30ml_2입,재구매,122명,"추천/재구매 (67)
흡수/발림성 (22)
트러블/모공 (20)
보습/속건조 (20)
미백/광채 (20)","가성비/가격 (1)
추천/재구매 (1)
흡수/발림성 (1)
순함/저자극 (1)",만족,1.42
아누아_TXA_나이아신_흔적_세럼_30ml_2입,정보없음,290명,"추천/재구매 (104)
흡수/발림성 (60)
보습/속건조 (51)
트러블/모공 (48)
자극/부작용 (47)","자극/부작용 (19)
상황/편의 (13)
트러블/모공 (8)
추천/재구매 (6)
끈적임/밀림 (4)",만족,1.04
아누아_TXA_나이아신_흔적_세럼_30ml_2입,주름,17명,"자극/부작용 (4)
추천/재구매 (3)
트러블/모공 (3)
가성비/가격 (2)
흡수/발림성 (2)",-,만족,1.06
아누아_TXA_나이아신_흔적_세럼_30ml_2입,중성,7명,"추천/재구매 (2)
자극/부작용 (2)
트러블/모공 (1)
보습/속건조 (1)
흡수/발림성 (1)",-,만족,1.27
아누아_TXA_나이아신_흔적_세럼_30ml_2입,지성,26명,"자극/부작용 (9)
추천/재구매 (6)
끈적임/밀림 (5)
트러블/모공 (4)
미백/광채 (4)","순함/저자극 (1)
자극/부작용 (1)
유분/피지 (1)",만족,1.2
아누아_TXA_나이아신_흔적_세럼_30ml_2입,쿨톤,39명,"추천/재구매 (10)
자극/부작용 (10)
트러블/모공 (8)
미백/광채 (7)
끈적임/밀림 (5)","트러블/모공 (3)
자극/부작용 (2)
끈적임/밀림 (1)
상황/편의 (1)
추천/재구매 (1)",만족,1.14
아누아_TXA_나이아신_흔적_세럼_30ml_2입,탄력,2명,-,-,보통,0.0
아누아_TXA_나이아신_흔적_세럼_30ml_2입,트러블,62명,"추천/재구매 (20)
트러블/모공 (17)
자극/부작용 (12)
보습/속건조 (10)
미백/광채 (9)","자극/부작용 (4)
유분/피지 (1)
추천/재구매 (1)
미백/광채 (1)
끈적임/밀림 (1)",만족,1.07
아누아_TXA_나이아신_흔적_세럼_30ml_2입,트러블성,15명,"추천/재구매 (6)
자극/부작용 (4)
흡수/발림성 (3)
상황/편의 (2)
트러블/모공 (2)","자극/부작용 (4)
진정/장벽 (1)",만족,0.97
아누아_TXA_나이아신_흔적_세럼_30ml_2입,피지과다,9명,"끈적임/밀림 (3)
자극/부작용 (3)
트러블/모공 (2)
가성비/가격 (2)
흡수/발림성 (2)","순함/저자극 (1)
자극/부작용 (1)
유분/피지 (1)",만족,1.3
아누아_TXA_나이아신_흔적_세럼_30ml_2입,한달이상사용,286명,"추천/재구매 (107)
트러블/모공 (47)
흡수/발림성 (45)
자극/부작용 (44)
미백/광채 (38)","자극/부작용 (11)
트러블/모공 (7)
상황/편의 (7)
추천/재구매 (4)
순함/저자극 (3)",만족,1.18
아누아_TXA_나이아신_흔적_세럼_30ml_2입,홍조,5명,"트러블/모공 (1)
보습/속건조 (1)
흡수/발림성 (1)",-,보통,0.33
아누아_TXA_나이아신_흔적_세럼_30ml_2입,"[아누아_TXA_나이아신_흔적_세럼_30ml_2입 랩업] 참여 유저: (정보없음 290명, 한달이상사용 286명, 재구매 122명, 잡티 80명, 트러블 62명, 미백 55명, 복합성 50명, 건성 48명, 쿨톤 39명, 여름쿨톤 35명, 웜톤 32명, 각질 27명, 지성 26명, 민감성 26명, 겨울쿨톤 22명, 주름 17명, 가을웜톤 17명, 블랙헤드 15명, 트러블성 15명, 봄웜톤 13명, 모공 10명, 피지과다 9명, 중성 7명, 다크서클 7명, 홍조 5명, 약건성 3명, 탄력 2명, 아토피 1명). 이 제품에서 가장 많이 언급된 특징은 '추천/재구매'(으)로, 이에 대해 주로 긍정적인 반응을 보였습니다.",총 733명,★★ 제품 전체 요약 ★★,★★ 제품 전체 요약 ★★,-,1.12
아누아_TXA_나이아신_흔적_세럼_30ml_2입,"[대표리뷰 1] 아누아 TXA 나이아신 앰플은 한 달 정도 꾸준히 써보고 느낀 점을 솔직하게 말하자면, 확실히 피부톤이 전반적으로 맑아진 느낌이에요 처음엔 그냥 미백 앰플이라 생각했는데, 자극이 전혀 없고 매일 아침저녁으로 발라도 부담이 없더라구요. 끈적임 없이 촉촉하게 흡수돼서 메이크업 전에 써도 밀림이 없다는 게 제일 좋았어요! 나이아신아마이드 성분 덕분인지 얼굴이 칙칙해 보이지 않고, 잡티도 약간 옅어진 듯한 느낌이 들어서 만족 중이에요. 민감성 피부인 편인데 트러블도 전혀 없었고 오히려 피부결이 부드러워진 게 느껴졌어요.",밀도: 5,리뷰ID: ST_251030_008,태그: 한달이상사용,별점: 5점,2.0
아누아_TXA_나이아신_흔적_세럼_30ml_2입,"[대표리뷰 2] 제가 최근에 아누아 TXA 나이아신 흔적 세럼 30ml 2입을 사용해봤는데, 생각보다 확실한 변화가 느껴져서 놀랐어요. 우선 세럼을 바른 뒤 피부결이 한결 정돈되고, 자잘한 색소 침착잡티가 점차 옅어지는 느낌이 들었어요. 처음에는 세럼만으로 큰 차이가 있을까? 싶었는데, 23주 정도 꾸준히 사용하니까 톤이 조금 더 맑아지고 칙칙함이 완화된 것 같아요. 질감은 가볍고 촉촉해서, 여름을 포함해 사계절 내내 부담 없이 사용 가능했고, 흡수도 빨라서 데일리 스킨케어 루틴에 무리 없이 녹아들었어요. 향도 강하지 않고 자극이 적어서 민감 피부도 무리 없이 사용 가능했습니다. 2병 구성이라 가격 대비 만족도도 높아서, 앞으로도 꾸준히 써보고 싶은 제품이에요.",밀도: 5,리뷰ID: ST_251203_005,태그: nan,별점: 5점,0.8
아누아_TXA_나이아신_흔적_세럼_30ml_2입,"[대표리뷰 3] 아누아 TXA 나이아신 흔적 세럼은 실제로 꾸준히 써보니 트러블 자국이나 칙칙했던 피부톤이 조금씩 정리되는 게 눈에 보여서 만족스러웠어요! 제형이 가볍고 흡수가 빨라서 바르고 나면 끈적임 없이 산뜻하게 마무리돼서 아침저녁으로 쓰기 좋더라구요. 처음엔 효과가 바로 눈에 띄진 않았는데 2주 정도 지나니까 붉은 흔적이 점점 옅어지고 피부톤이 균일해지는 느낌이 확실히 있었어요 민감성 피부라 자극 걱정했는데 따갑거나 불편한 점 없이 편안하게 쓸 수 있었던 것도 장점이에요. 향도 거의 없어서 부담 없이 매일 쓰기 좋고, 메이크업 전에 발라도 밀리지 않아 유용했어요.",밀도: 5,리뷰ID: ST_250926_003,태그: nan,별점: 5점,0.6
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,가을웜톤,5명,"보습/속건조 (3)
추천/재구매 (3)
끈적임/밀림 (1)
흡수/발림성 (1)
자극/부작용 (1)",트러블/모공 (1),매우만족,2.14
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,각질,8명,"자극/부작용 (2)
순함/저자극 (2)
흡수/발림성 (1)
추천/재구매 (1)
상황/편의 (1)",-,매우만족,1.56
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,건성,6명,"보습/속건조 (2)
순함/저자극 (2)
상황/편의 (2)
자극/부작용 (2)
끈적임/밀림 (1)",-,매우만족,1.67
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,겨울쿨톤,3명,"추천/재구매 (2)
자극/부작용 (1)
가성비/가격 (1)
보습/속건조 (1)",가성비/가격 (1),만족,1.25
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,모공,4명,"보습/속건조 (2)
가성비/가격 (1)
추천/재구매 (1)",-,만족,1.25
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,미백,12명,"추천/재구매 (5)
보습/속건조 (4)
자극/부작용 (3)
흡수/발림성 (2)
순함/저자극 (2)","가성비/가격 (2)
보습/속건조 (1)",만족,1.24
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,민감성,14명,"보습/속건조 (6)
추천/재구매 (4)
가성비/가격 (2)
트러블/모공 (1)
상황/편의 (1)",-,만족,1.18
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,복합성,15명,"추천/재구매 (7)
자극/부작용 (3)
순함/저자극 (2)
흡수/발림성 (2)
끈적임/밀림 (1)","가성비/가격 (2)
트러블/모공 (1)
보습/속건조 (1)",만족,1.0
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,봄웜톤,9명,"보습/속건조 (5)
끈적임/밀림 (2)
상황/편의 (1)
자극/부작용 (1)
가성비/가격 (1)",-,만족,1.14
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,블랙헤드,6명,"추천/재구매 (4)
끈적임/밀림 (1)",-,만족,0.89
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,여름쿨톤,7명,"추천/재구매 (3)
흡수/발림성 (1)
가성비/가격 (1)",-,만족,1.25
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,웜톤,6명,"보습/속건조 (4)
추천/재구매 (3)
흡수/발림성 (2)
트러블/모공 (1)
상황/편의 (1)",-,매우만족,1.7
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,잡티,19명,"추천/재구매 (7)
자극/부작용 (5)
보습/속건조 (5)
끈적임/밀림 (2)
흡수/발림성 (2)","가성비/가격 (2)
트러블/모공 (1)
보습/속건조 (1)",만족,1.07
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,재구매,13명,"추천/재구매 (4)
자극/부작용 (4)
보습/속건조 (4)
가성비/가격 (3)
순함/저자극 (2)",-,매우만족,2.13
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,정보없음,41명,"보습/속건조 (15)
추천/재구매 (14)
상황/편의 (6)
흡수/발림성 (5)
진정/장벽 (3)",자극/부작용 (1),만족,1.49
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,주름,4명,"순함/저자극 (2)
자극/부작용 (2)
상황/편의 (1)",-,매우만족,1.6
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,지성,2명,추천/재구매 (1),-,만족,0.5
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,쿨톤,8명,"추천/재구매 (2)
순함/저자극 (2)
자극/부작용 (2)
상황/편의 (1)",-,만족,1.0
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,트러블,12명,"보습/속건조 (8)
추천/재구매 (6)
흡수/발림성 (3)
자극/부작용 (2)
끈적임/밀림 (1)",트러블/모공 (1),매우만족,1.76
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,트러블성,5명,"보습/속건조 (4)
흡수/발림성 (2)
자극/부작용 (2)
끈적임/밀림 (1)
진정/장벽 (1)",-,매우만족,2.14
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,피지과다,1명,-,-,보통,0.0
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,한달이상사용,69명,"추천/재구매 (18)
보습/속건조 (17)
상황/편의 (15)
흡수/발림성 (10)
자극/부작용 (8)","가성비/가격 (2)
트러블/모공 (1)
자극/부작용 (1)
흡수/발림성 (1)
보습/속건조 (1)",만족,1.37
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,"[피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea 랩업] 참여 유저: (한달이상사용 69명, 정보없음 41명, 잡티 19명, 복합성 15명, 민감성 14명, 재구매 13명, 트러블 12명, 미백 12명, 봄웜톤 9명, 쿨톤 8명, 각질 8명, 여름쿨톤 7명, 웜톤 6명, 건성 6명, 블랙헤드 6명, 트러블성 5명, 가을웜톤 5명, 모공 4명, 주름 4명, 겨울쿨톤 3명, 지성 2명, 피지과다 1명). 이 제품에서 가장 많이 언급된 특징은 '보습/속건조'(으)로, 이에 대해 주로 긍정적인 반응을 보였습니다.",총 127명,★★ 제품 전체 요약 ★★,★★ 제품 전체 요약 ★★,-,1.48
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,[대표리뷰 1] 촉촉하게 잘 스며들고 끈적임 없어서 사용감 진짜 좋았어요! 자극도 없고 피부가 편안해서 꾸준히 손이 가더라구요,밀도: 4,리뷰ID: SH2_250802_004,태그: 한달이상사용,별점: 5점,3.5
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,[대표리뷰 2] 자극은 하나도 없고 이거 바르면 무조건 피부화장 성공입니다! 실패한적이 없어요! 흡수도 너무 잘되고 화잘먹템이라 친구들한테도 소개시켜줬어요,밀도: 3,리뷰ID: SH2_250803_003,태그: 한달이상사용,별점: 5점,4.5
피디알엔 히알루론산 캡슐 100 세럼 1ml_10ea,[대표리뷰 3] 촉촉하구 그 이상의 효과는 모르겠음 아직 트러블은 안나서 만족,밀도: 3,리뷰ID: SH2_250809_001,태그: nan,별점: 5점,3.0
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,미백,1명,"보습/속건조 (1)
순함/저자극 (1)
자극/부작용 (1)",-,매우만족,1.5
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,민감성,1명,-,-,보통,0.0
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,복합성,1명,"보습/속건조 (1)
순함/저자극 (1)
자극/부작용 (1)",-,매우만족,1.5
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,여름쿨톤,1명,-,-,보통,0.0
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,웜톤,1명,"보습/속건조 (1)
순함/저자극 (1)
자극/부작용 (1)",-,매우만족,1.5
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,잡티,2명,"보습/속건조 (1)
순함/저자극 (1)
자극/부작용 (1)",-,만족,0.75
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,정보없음,6명,"보습/속건조 (6)
자극/부작용 (1)","보습/속건조 (1)
상황/편의 (1)
유분/피지 (1)",만족,0.89
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,주름,1명,-,-,보통,0.0
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,한달이상사용,1명,보습/속건조 (1),-,매우만족,2.0
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,"[7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml 랩업] 참여 유저: (정보없음 6명, 잡티 2명, 미백 1명, 민감성 1명, 복합성 1명, 웜톤 1명, 여름쿨톤 1명, 주름 1명, 한달이상사용 1명). 이 제품에서 가장 많이 언급된 특징은 '보습/속건조'(으)로, 이에 대해 주로 긍정적인 반응을 보였습니다.",총 9명,★★ 제품 전체 요약 ★★,★★ 제품 전체 요약 ★★,-,0.93
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,[대표리뷰 1] 여러 번 발라도 부담이 없고 흡수도 빨라요. 며칠 사용했더니 피부결이 차분해지고 건조함도 금방 완화돼요,밀도: 2,리뷰ID: SR_251117_001,태그: nan,별점: 5점,0.0
