날짜,별점,스킨타입,태그,리뷰내용,product_name,product_type,price,raw_text,clean_text,quality_score,length,korean_ratio,special_ratio,quality_grade,flags
2026.01.16,4점,,한달이상사용,"아누아 히알루론산PDRN세럼 순딩해요
피부에 순딩하고 흐르는 물타입이예요
제형ㅇ이 물타입이라 여러번 레이어링해서
바르기 좋답니다

속당김에는 좋은데 건성피부에는 환절기에 사용 시
부족하더라구요 환절기네는 오일이나 밤타입 크림
함께 사용하는게 도움이 되어요",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"아누아 히알루론산PDRN세럼 순딩해요
피부에 순딩하고 흐르는 물타입이예요
제형ㅇ이 물타입이라 여러번 레이어링해서
바르기 좋답니다

속당김에는 좋은데 건성피부에는 환절기에 사용 시
부족하더라구요 환절기네는 오일이나 밤타입 크림
함께 사용하는게 도움이 되어요",아누아 히알루론산PDRN세럼 순딩해요 피부에 순딩하고 흐르는 물타입이예요 제형이 물타입이라 여러번 레이어링해서 바르기 좋답니다 속당김에는 좋은데 건성피부에는 환절기에 사용 시 부족하더라구요 환절기네는 오일이나 밤타입 크림 함께 사용하는게 도움이 되어요,1.0,140,0.7785714285714286,0.0070921985815602835,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.23,5점,"지성, 웜톤, 주름, 트러블",,"소문듣고 구매 했는데 너무 좋네요. 벌써 금방 썼어요.
수 분도 너무 촉촉해요",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"소문듣고 구매 했는데 너무 좋네요. 벌써 금방 썼어요.
수 분도 너무 촉촉해요",소문듣고 구매 했는데 너무 좋네요. 벌써 금방 썼어요. 수 분도 너무 촉촉해요,1.0,43,0.6976744186046512,0.046511627906976744,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.31,5점,"건성, 봄웜톤, 미백, 주름","한달이상사용, 재구매",물같은 제형인데 너무 빨리 날아가지 않으면서도 쫀쫀한 느낌이라 좋습니다.,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,물같은 제형인데 너무 빨리 날아가지 않으면서도 쫀쫀한 느낌이라 좋습니다.,물같은 제형인데 너무 빨리 날아가지 않으면서도 쫀쫀한 느낌이라 좋습니다.,1.0,40,0.775,0.025,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.22,5점,건성,,많은 분들이 사용하길래 궁금해서 따라사봤는데 ㄱㅊ은듯요 근데 다른거에 비해 좀 비싸게 느껴져요,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,많은 분들이 사용하길래 궁금해서 따라사봤는데 ㄱㅊ은듯요 근데 다른거에 비해 좀 비싸게 느껴져요,많은 분들이 사용하길래 궁금해서 따라사봤는데 은듯요 근데 다른거에 비해 좀 비싸게 느껴져요,1.0,50,0.78,0.038461538461538464,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.11,5점,"지성, 쿨톤, 트러블, 피지과다",한달이상사용,유명해서 사봤는데 피부에 광이 촤악 도네욤.. 재구매할수도있을듯,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,유명해서 사봤는데 피부에 광이 촤악 도네욤.. 재구매할수도있을듯,유명해서 사봤는데 피부에 광이 촤악 도네욤. 재구매할수도있을듯,1.0,34,0.7941176470588235,0.05714285714285714,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.24,5점,"건성, 봄웜톤, 민감성, 탄력",한달이상사용,"건성이면서 피부 홍조가 있는 제 피부에도 순하게 자극없이 속건조 잘 잡아주고 아주 촉촉했어요!!
그리고 메이크업 전에 바르면 화장 아주 잘 먹어요🩵
화잘먹 세럼은 이거 하나로 끝내면 좋고, 특히 토너랑 세럼 같이 썼을 때시너지가 아주 극락이니 꼭 같이 사서 써보세요 👍🏻👍🏻",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"건성이면서 피부 홍조가 있는 제 피부에도 순하게 자극없이 속건조 잘 잡아주고 아주 촉촉했어요!!
그리고 메이크업 전에 바르면 화장 아주 잘 먹어요🩵
화잘먹 세럼은 이거 하나로 끝내면 좋고, 특히 토너랑 세럼 같이 썼을 때시너지가 아주 극락이니 꼭 같이 사서 써보세요 👍🏻👍🏻","건성이면서 피부 홍조가 있는 제 피부에도 순하게 자극없이 속건조 잘 잡아주고 아주 촉촉했어요! 그리고 메이크업 전에 바르면 화장 아주 잘 먹어요 화잘먹 세럼은 이거 하나로 끝내면 좋고, 특히 토너랑 세럼 같이 썼을 때시너지가 아주 극락이니 꼭 같이 사서 써보세요",1.0,146,0.726027397260274,0.02702702702702703,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.21,5점,,한달이상사용,엄청 건조한데 자극없이 순한편이고 속건조가 심한데 사용하고 나면 속까지 촉촉함 재구매각,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,엄청 건조한데 자극없이 순한편이고 속건조가 심한데 사용하고 나면 속까지 촉촉함 재구매각,엄청 건조한데 자극없이 순한편이고 속건조가 심한데 사용하고 나면 속까지 촉촉함 재구매각,1.0,48,0.7916666666666666,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.18,5점,,"한달이상사용, 재구매",아누아 세럼 기획중에 30미리 크림 주는 기획이 젤 괜찮은 거 같아요,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,아누아 세럼 기획중에 30미리 크림 주는 기획이 젤 괜찮은 거 같아요,아누아 세럼 기획중에 30미리 크림 주는 기획이 젤 괜찮은 거 같아요,1.0,38,0.6842105263157895,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.18,4점,,"한달이상사용, 재구매",제품 아직 사용전입니다. 저한테 잘 맞았다면 재구매하겠습니다. 기대가 되네요. 감사합니다,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,제품 아직 사용전입니다. 저한테 잘 맞았다면 재구매하겠습니다. 기대가 되네요. 감사합니다,제품 아직 사용전입니다. 저한테 잘 맞았다면 재구매하겠습니다. 기대가 되네요. 감사합니다,1.0,49,0.7551020408163265,0.061224489795918366,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.10,4점,"건성, 봄웜톤, 민감성, 홍조",한달이상사용,"랭킹 엄청 높길래 궁금해서 구매해봤어요
제형이 완전 주르륵 흐르는 물제형입니다 전 요즘 날 추워지면서 살짝 부족할것 같아서 두번정도 레이어링해서 쓰고있어요
한겨울엔 저한테는 살짝 부족할것 같고 환절기정도엔 쓸만합니다",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"랭킹 엄청 높길래 궁금해서 구매해봤어요
제형이 완전 주르륵 흐르는 물제형입니다 전 요즘 날 추워지면서 살짝 부족할것 같아서 두번정도 레이어링해서 쓰고있어요
한겨울엔 저한테는 살짝 부족할것 같고 환절기정도엔 쓸만합니다",랭킹 엄청 높길래 궁금해서 구매해봤어요 제형이 완전 주르륵 흐르는 물제형입니다 전 요즘 날 추워지면서 살짝 부족할것 같아서 두번정도 레이어링해서 쓰고있어요 한겨울엔 저한테는 살짝 부족할것 같고 환절기정도엔 쓸만합니다,1.0,120,0.7833333333333333,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.10,5점,"건성, 웜톤, 주름, 민감성","한달이상사용, 재구매","쵝오임
벌써 6통? 8통? 넘게 쓴듯
피부에 얇게 발리면서 촉촉해서 죠아요😊",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"쵝오임
벌써 6통? 8통? 넘게 쓴듯
피부에 얇게 발리면서 촉촉해서 죠아요😊",쵝오임 벌써 6통? 8통? 넘게 쓴듯 피부에 얇게 발리면서 촉촉해서 죠아요,1.0,41,0.6585365853658537,0.04878048780487805,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.22,5점,,"한달이상사용, 재구매",이 제품은 한달을 사용했지만 계속 만족하는 제품입니다! 앞으로도 계속 구매할 것 같고 주변 지인들에게도 추천해줄 수 있는 제품입니다! 추천이에요 :),아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,이 제품은 한달을 사용했지만 계속 만족하는 제품입니다! 앞으로도 계속 구매할 것 같고 주변 지인들에게도 추천해줄 수 있는 제품입니다! 추천이에요 :),이 제품은 한달을 사용했지만 계속 만족하는 제품입니다! 앞으로도 계속 구매할 것 같고 주변 지인들에게도 추천해줄 수 있는 제품입니다! 추천이에요,1.0,80,0.75,0.025,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.15,5점,"지성, 가을웜톤, 블랙헤드, 피지과다",한달이상사용,"@@@ 한달 찐사용 후기 @@@

pdrn 용량은 적고 피부에 효과는 없다고 해서 그려려니 하고 그냥 사용 중인데 그래도 사용감 좋아서 별 다섯개 줍니다~~~ 수분감이 오래가고 사용하고 촉촉해지고 다른 수분앰플도 많이 사용해봤는데 제일 좋았어요 메이크업 하면 메이크업도 잘 먹고 계속 재구매 할 거 같긴해요!!",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"@@@ 한달 찐사용 후기 @@@

pdrn 용량은 적고 피부에 효과는 없다고 해서 그려려니 하고 그냥 사용 중인데 그래도 사용감 좋아서 별 다섯개 줍니다~~~ 수분감이 오래가고 사용하고 촉촉해지고 다른 수분앰플도 많이 사용해봤는데 제일 좋았어요 메이크업 하면 메이크업도 잘 먹고 계속 재구매 할 거 같긴해요!!",한달 찐사용 후기 pdrn 용량은 적고 피부에 효과는 없다고 해서 그려려니 하고 그냥 사용 중인데 그래도 사용감 좋아서 별 다섯개 줍니다 수분감이 오래가고 사용하고 촉촉해지고 다른 수분앰플도 많이 사용해봤는데 제일 좋았어요 메이크업 하면 메이크업도 잘 먹고 계속 재구매 할 거 같긴해요!,1.0,160,0.71875,0.047337278106508875,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.18,5점,,,피부가 예민한 날도 이건 따갑지 않더라고요. 다른 화장품은 좀 따가울 때가 있어요. 워낙 순한데도 제가 뭔가 트러블이 났을 때는 피해야 되는 제품들 있는데 이건 그렇지 않고 엄청 촉촉하고 여러 번 레이어드해도 무겁지 않고 흡수되는데 느낌도 빠르고 너무 좋아요. 계속 쓰고 싶은 제품이에요,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,피부가 예민한 날도 이건 따갑지 않더라고요. 다른 화장품은 좀 따가울 때가 있어요. 워낙 순한데도 제가 뭔가 트러블이 났을 때는 피해야 되는 제품들 있는데 이건 그렇지 않고 엄청 촉촉하고 여러 번 레이어드해도 무겁지 않고 흡수되는데 느낌도 빠르고 너무 좋아요. 계속 쓰고 싶은 제품이에요,피부가 예민한 날도 이건 따갑지 않더라고요. 다른 화장품은 좀 따가울 때가 있어요. 워낙 순한데도 제가 뭔가 트러블이 났을 때는 피해야 되는 제품들 있는데 이건 그렇지 않고 엄청 촉촉하고 여러 번 레이어드해도 무겁지 않고 흡수되는데 느낌도 빠르고 너무 좋아요. 계속 쓰고 싶은 제품이에요,1.0,160,0.725,0.01875,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.23,5점,"트러블성, 여름쿨톤, 트러블",,"다른거 쓰다가 결국 돌고 돌아 다시 아누아
화잘먹템으로 이만한게 없음요",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"다른거 쓰다가 결국 돌고 돌아 다시 아누아
화잘먹템으로 이만한게 없음요",다른거 쓰다가 결국 돌고 돌아 다시 아누아 화잘먹템으로 이만한게 없음요,1.0,39,0.7692307692307693,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.19,5점,"복합성, 쿨톤, 미백, 각질",,"샘플 받아보고 제품이 좋아서 바로 구매했어요
수분제품들 많이 써봤는데 다 그냥 그랬는데
아누아는 좋네요 진짜로 속수분 채워주는 느낌!
거기에 유분끼 있는 제품으로 덮어주면 건조해지지 않고
너무 좋아여 주변분들에게 샘플 줬는데 좋다고 다들 구매했어여",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"샘플 받아보고 제품이 좋아서 바로 구매했어요
수분제품들 많이 써봤는데 다 그냥 그랬는데
아누아는 좋네요 진짜로 속수분 채워주는 느낌!
거기에 유분끼 있는 제품으로 덮어주면 건조해지지 않고
너무 좋아여 주변분들에게 샘플 줬는데 좋다고 다들 구매했어여",샘플 받아보고 제품이 좋아서 바로 구매했어요 수분제품들 많이 써봤는데 다 그냥 그랬는데 아누아는 좋네요 진짜로 속수분 채워주는 느낌! 거기에 유분끼 있는 제품으로 덮어주면 건조해지지 않고 너무 좋아여 주변분들에게 샘플 줬는데 좋다고 다들 구매했어여,1.0,138,0.7608695652173914,0.007246376811594203,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.25,5점,"민감성, 쿨톤, 트러블",한달이상사용,리필팩 같이 있는걸로 올영세일때 잘 사서 쓰고 있어요 자극없고 좋아요,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,리필팩 같이 있는걸로 올영세일때 잘 사서 쓰고 있어요 자극없고 좋아요,리필팩 같이 있는걸로 올영세일때 잘 사서 쓰고 있어요 자극없고 좋아요,1.0,38,0.7631578947368421,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.23,3점,"건성, 여름쿨톤, 잡티, 주름",,물 처럼 좀 많이 흘러 내려서 양 조절 잘 해야 되고 좀 끈적거림 있음!,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,물 처럼 좀 많이 흘러 내려서 양 조절 잘 해야 되고 좀 끈적거림 있음!,물 처럼 좀 많이 흘러 내려서 양 조절 잘 해야 되고 좀 끈적거림 있음!,1.0,40,0.65,0.025,Very High,"emoji_removed,repeat_normalized,typo_corrected"
