리뷰ID,제품군,제품명,날짜,가격,스킨타입,태그,대분류,소분류,정보밀도(대분류수),별점,긍부정,감성점수,매칭키워드,추출문장,clean_text,리뷰_평균점수,전체_매칭키워드
AH_250816_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.16,-,,,제형/사용감,끈적임/밀림,1,5점,긍정,3,끈적,괜찮은거같아요 끈적임도없고,세트로 아누아로 다 샀는데 괜찮은거같아요 끈적임도없고 흡수력이 좋아요,2.0,"끈적, 흡수"
AH_250816_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.16,-,,,제형/사용감,흡수/발림성,1,5점,긍정,1,흡수,흡수력이 좋아요,세트로 아누아로 다 샀는데 괜찮은거같아요 끈적임도없고 흡수력이 좋아요,2.0,"끈적, 흡수"
AH_250816_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.16,-,쿨톤,,수분/유분 밸런스,보습/속건조,4,1점,긍정,1,촉촉,그냥 촉촉하기만 한,그냥 촉촉하기만 한. 앰플인거같음 진정은 모르겠고 피부 예민한편이라 이거쓰고 뒤집어짐 민감성피부이신 분들은 참고하고 사시길 약간 무거운 앰플입니다!,-0.2,"뒤집, 무거운, 민감, 예민, 진정, 촉촉"
AH_250816_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.16,-,쿨톤,,피부 고민 해결,진정/장벽,4,1점,긍정,1,진정,앰플인거같음 진정은 모르겠고,그냥 촉촉하기만 한. 앰플인거같음 진정은 모르겠고 피부 예민한편이라 이거쓰고 뒤집어짐 민감성피부이신 분들은 참고하고 사시길 약간 무거운 앰플입니다!,-0.2,"뒤집, 무거운, 민감, 예민, 진정, 촉촉"
AH_250816_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.16,-,쿨톤,,피부 고민 해결,진정/장벽,4,1점,보통,0,예민,피부 예민한편이라 이거쓰고,그냥 촉촉하기만 한. 앰플인거같음 진정은 모르겠고 피부 예민한편이라 이거쓰고 뒤집어짐 민감성피부이신 분들은 참고하고 사시길 약간 무거운 앰플입니다!,-0.2,"뒤집, 무거운, 민감, 예민, 진정, 촉촉"
AH_250816_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.16,-,쿨톤,,피부 자극,"순함/저자극, 자극/부작용",4,1점,부정,-3,"뒤집, 민감",뒤집어짐 민감성피부이신 분들은 참고하고,그냥 촉촉하기만 한. 앰플인거같음 진정은 모르겠고 피부 예민한편이라 이거쓰고 뒤집어짐 민감성피부이신 분들은 참고하고 사시길 약간 무거운 앰플입니다!,-0.2,"뒤집, 무거운, 민감, 예민, 진정, 촉촉"
AH_250816_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.16,-,쿨톤,,제형/사용감,흡수/발림성,4,1점,보통,0,무거운,사시길 약간 무거운 앰플입니다,그냥 촉촉하기만 한. 앰플인거같음 진정은 모르겠고 피부 예민한편이라 이거쓰고 뒤집어짐 민감성피부이신 분들은 참고하고 사시길 약간 무거운 앰플입니다!,-0.2,"뒤집, 무거운, 민감, 예민, 진정, 촉촉"
AH_250817_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.17,-,,,피부 고민 해결,트러블/모공,2,5점,보통,0,"여드름, 좁쌀",좁쌀여드름도 살짝 사라지는거 같고 좋아요,좁쌀여드름도 살짝 사라지는거 같고 좋아요! 근데 여름에 쓰기에는 좀 끈적거릴거같아요,0.0,"끈적, 여드름, 좁쌀"
AH_250817_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.17,-,,,제형/사용감,끈적임/밀림,2,5점,보통,0,끈적,근데 여름에 쓰기에는 좀 끈적거릴거같아요,좁쌀여드름도 살짝 사라지는거 같고 좋아요! 근데 여름에 쓰기에는 좀 끈적거릴거같아요,0.0,"끈적, 여드름, 좁쌀"
AH_250819_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.19,-,,,"피부 고민 해결, 피부 자극","순함/저자극, 진정/장벽, 트러블/모공",3,5점,부정,-1,"민감, 붉은기, 진정, 트러블","민감성, 트러블성, 붉은기 올라오는 피부에 최적화된 고농축 진정 세럼","민감성, 트러블성, 붉은기 올라오는 피부에 최적화된 고농축 진정 세럼! 꾸준히 사용하면 피부 안정과 장벽 강화 효과를 볼 수 있어, 여드름 초기 케어나 피부 진정용으로 추천합니다.",1.0,"민감, 붉은기, 여드름, 장벽, 진정, 추천, 트러블"
AH_250819_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.19,-,,,"구매 가치/편의, 피부 고민 해결","진정/장벽, 추천/재구매, 트러블/모공",3,5점,긍정,3,"여드름, 장벽, 진정, 추천","꾸준히 사용하면 피부 안정과 장벽 강화 효과를 볼 수 있어, 여드름 초기 케어나 피부 진정용으로 추천합니다","민감성, 트러블성, 붉은기 올라오는 피부에 최적화된 고농축 진정 세럼! 꾸준히 사용하면 피부 안정과 장벽 강화 효과를 볼 수 있어, 여드름 초기 케어나 피부 진정용으로 추천합니다.",1.0,"민감, 붉은기, 여드름, 장벽, 진정, 추천, 트러블"
AH_250820_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.20,-,,,피부 고민 해결,진정/장벽,2,5점,긍정,2,진정,사용해봤을때 진정에 좋았다고,사용해봤을때 진정에 좋았다고 느꼈는데 점점 기초가격들이 사악해지고 있는것같아요 저는좋았다고 느꼈어요!,-0.5,"가격, 사악, 진정"
AH_250820_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.20,-,,,구매 가치/편의,가성비/가격,2,5점,부정,-3,"가격, 사악",점점 기초가격들이 사악해지고,사용해봤을때 진정에 좋았다고 느꼈는데 점점 기초가격들이 사악해지고 있는것같아요 저는좋았다고 느꼈어요!,-0.5,"가격, 사악, 진정"
AH_250821_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.21,-,,"한달이상사용, 재구매","수분/유분 밸런스, 피부 고민 해결, 피부 자극","보습/속건조, 순함/저자극, 자극/부작용, 진정/장벽",3,5점,긍정,3,"예민, 자극, 자극없, 촉촉",피부가 예민한 편인데 자극없이 촉촉해서 쓰기 좋아요,피부가 예민한 편인데 자극없이 촉촉해서 쓰기 좋아요. 2통째 쓰고 있어요,3.0,"예민, 자극, 자극없, 촉촉"
AH_250823_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.23,-,,,"제형/사용감, 피부 고민 해결","진정/장벽, 흡수/발림성",4,3점,긍정,3,"무거운, 진정",솔직히 진정에 좋은지는 모르겠어요 여름에 쓰기엔 무거운것같고,솔직히 진정에 좋은지는 모르겠어요 여름에 쓰기엔 무거운것같고 전 오히려 쓰고 뒤집어진 호불호가 강하더라구요 어성초 성분이 엄청 좋다는 분들도 많았는데 전 그냥 그랬음 토너도 전 별로였어요 재구매 의사 없음,2.3,"뒤집, 무거운, 재구매, 진정"
AH_250823_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.23,-,,,피부 자극,자극/부작용,4,3점,긍정,2,뒤집,뒤집어진 호불호가 강하더라구요 어성초 성분이 엄청 좋다는 분들도 많았는데,솔직히 진정에 좋은지는 모르겠어요 여름에 쓰기엔 무거운것같고 전 오히려 쓰고 뒤집어진 호불호가 강하더라구요 어성초 성분이 엄청 좋다는 분들도 많았는데 전 그냥 그랬음 토너도 전 별로였어요 재구매 의사 없음,2.3,"뒤집, 무거운, 재구매, 진정"
AH_250823_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.23,-,,,구매 가치/편의,추천/재구매,4,3점,긍정,2,재구매,전 그냥 그랬음 토너도 전 별로였어요 재구매 의사 없음,솔직히 진정에 좋은지는 모르겠어요 여름에 쓰기엔 무거운것같고 전 오히려 쓰고 뒤집어진 호불호가 강하더라구요 어성초 성분이 엄청 좋다는 분들도 많았는데 전 그냥 그랬음 토너도 전 별로였어요 재구매 의사 없음,2.3,"뒤집, 무거운, 재구매, 진정"
AH_250824_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.24,-,"트러블성, 가을웜톤, 트러블",한달이상사용,"구매 가치/편의, 피부 고민 해결","가성비/가격, 진정/장벽, 추천/재구매",2,4점,긍정,5,"가격, 재구매, 저렴, 진정",뭔가 재구매할정도로 진정에 큰효과는 못본거같아요 가격이 저렴한것도 아니고,좋긴한데 뭔가 재구매할정도로 진정에 큰효과는 못본거같아요 가격이 저렴한것도 아니고 제품 자체는 좋긴해요,5.0,"가격, 재구매, 저렴, 진정"
AH_250824_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.24,-,"복합성, 겨울쿨톤, 잡티, 트러블",한달이상사용,"수분/유분 밸런스, 제형/사용감","보습/속건조, 흡수/발림성",3,5점,긍정,1,"수분감, 쫀쫀",쫀쫀하게 수분감도 채워주고,쫀쫀하게 수분감도 채워주고 피부에 트러블 올라왔을때 진정에도 효과있어요.,1.0,"수분감, 진정, 쫀쫀, 트러블"
AH_250824_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.24,-,"복합성, 겨울쿨톤, 잡티, 트러블",한달이상사용,피부 고민 해결,"진정/장벽, 트러블/모공",3,5점,긍정,1,"진정, 트러블",피부에 트러블 올라왔을때 진정에도 효과있어요,쫀쫀하게 수분감도 채워주고 피부에 트러블 올라왔을때 진정에도 효과있어요.,1.0,"수분감, 진정, 쫀쫀, 트러블"
AH_250825_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,재구매,"구매 가치/편의, 수분/유분 밸런스","보습/속건조, 상황/편의",2,5점,긍정,3,"수분감, 화장",수분감이 진짜 장난이 아니네요 너무 좋아요 화장도 더 잘먹고요,수분감이 진짜 장난이 아니네요 너무 좋아요 화장도 더 잘먹고요,3.0,"수분감, 화장"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,"수분/유분 밸런스, 피부 고민 해결","보습/속건조, 트러블/모공",5,4점,보통,0,"수부지, 여드름, 화농성","작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고","한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,피부 고민 해결,트러블/모공,5,4점,부정,-1,좁쌀,사는 좁쌀,"한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,제형/사용감,흡수/발림성,5,4점,긍정,1,발림,ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고,"한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,제형/사용감,"끈적임/밀림, 흡수/발림성",5,4점,보통,0,"끈적, 흡수",미끌끈적해요 금반 흡수되는 타입이고,"한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,구매 가치/편의,상황/편의,5,4점,긍정,1,화장,화장 할 때 발라도 무난해요 효과 음,"한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,피부 고민 해결,진정/장벽,5,4점,긍정,1,진정,진정 되는데,"한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,수분/유분 밸런스,보습/속건조,5,4점,긍정,1,보습,큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구,"한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,피부 고민 해결,트러블/모공,5,4점,보통,0,좁쌀,좁쌀에도 큰 효과는 없었는데,"한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,피부 고민 해결,진정/장벽,5,4점,긍정,3,진정,의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고,"한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250825_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.25,-,,,피부 자극,순함/저자극,5,4점,보통,0,민감,민감성 피부에는 잘 맞을것 같아요,"한통 다 비우고 작성하는 후기 피부 타입 T존 수부지, U존은 악건성 가끔 올라오는 화농성 여드름 달고 사는 좁쌀.ᵒ ᵒ 피부결이 안 좋은 편이에요 발림성 묽고 미끌끈적해요 금반 흡수되는 타입이고 흠수 되고 나면 피부가 쫀득해져요 사용감이 가벼워서 화장 할 때 발라도 무난해요 효과 음.진정 되는데. 큰 효과는 아니었어요 그렇다고 보습력이 뛰어난 편도 아니구.좁쌀에도 큰 효과는 없었는데 의외로 피부 결 정돈에는 또 괜찮더라구요 그래도 진정 효과를 기대하고 산거라 총평 무난하게 쓰기에는 나쁘지 않지만 굳이 이 돈 주고 민감성 피부에는 잘 맞을것 같아요",0.6,"끈적, 민감, 발림, 보습, 수부지, 여드름, 좁쌀, 진정, 화농성, 화장, 흡수"
AH_250826_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.26,-,,재구매,수분/유분 밸런스,보습/속건조,2,5점,긍정,1,"수분감, 촉촉",수분감이 풍부해서 피부가 촉촉해졌어요,수분감이 풍부해서 피부가 촉촉해졌어요. 피부가 진정돼서 붉은기가 많이 줄었어요.,1.0,"붉은기, 수분감, 진정, 촉촉"
AH_250826_001,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.26,-,,재구매,피부 고민 해결,진정/장벽,2,5점,긍정,1,"붉은기, 진정",피부가 진정돼서 붉은기가 많이 줄었어요,수분감이 풍부해서 피부가 촉촉해졌어요. 피부가 진정돼서 붉은기가 많이 줄었어요.,1.0,"붉은기, 수분감, 진정, 촉촉"
AH_250826_002,앰플,어성초 80 수분 진정 앰플 30ml,2025.08.26,-,,,"구매 가치/편의, 피부 고민 해결","진정/장벽, 추천/재구매",5,5점,긍정,3,"만족, 진정",아누아 어성초 80 수분 진정 앰플 정말 만족해요,아누아 어성초 80 수분 진정 앰플 정말 만족해요! 민감한 피부에도 자극 없이 촉촉하게 스며들고 붉은기 진정 효과가 눈에 띄게 좋아서 깜짝 놀랐어요 끈적임 없고 가볍게 발리는데 보습감은 오래가서 데일리 앰플로 딱이에요 피부가 편안해지고 촉촉해져서 앞으로도 꾸준히 사용하려구요! 재구매 의사 200,2.1,"끈적, 데일리, 만족, 민감, 보습, 붉은기, 스며, 자극, 재구매, 진정, 촉촉, 편안"
